applicant_id,age,emp_length_years,annual_income,credit_score,dti,revol_bal,total_credit_lines,open_credit_lines,public_derogatory,inquiries_last_6m,loan_amount,interest_rate,loan_status,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,loan_intent_BUSINESS,loan_intent_DEBT_CONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOME_IMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,term_months_36,term_months_60
LN-10058,37,0.1,110700.0,667,21.25,5343.85,23,11,0,4,34300.0,15.01,0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
LN-10059,56,2.5,75900.0,630,8.03,2973.6,17,10,0,0,34200.0,16.38,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
LN-10060,60,0.4,142987.5,765,10.25,4274.14,14,7,1,1,18300.0,9.57,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
LN-10061,24,4.2,142987.5,779,11.46,10071.55,20,10,0,1,21000.0,12.09,0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False
LN-10062,22,9.6,49200.0,713,10.68,23944.08,25,14,3,1,10500.0,15.21,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
LN-10063,26,9.7,34700.0,723,16.51,5561.0,13,8,0,0,3500.0,12.05,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
LN-10064,62,4.8,19400.0,693,10.7,4639.81,22,15,0,1,8700.0,14.94,1,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
LN-10065,24,1.1,142987.5,698,14.11,18267.56,24,13,0,0,4400.0,12.97,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
LN-10066,49,8.9,42500.0,600,29.22,272.18,10,5,0,0,14700.0,18.77,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
LN-10067,38,9.8,101100.0,676,30.65,4315.75,20,11,0,1,18400.0,15.11,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
LN-10068,46,1.0,36000.0,636,2.0,7221.5,19,12,1,1,11600.0,14.96,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
LN-10069,64,6.0,126300.0,694,20.53,11015.36,19,12,0,3,15200.0,13.89,1,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
LN-10070,54,1.5,36900.0,677,3.68,2036.11,20,13,1,0,4900.0,13.27,1,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10071,30,7.3,28100.0,777,21.34,6805.67,21,15,0,0,12600.0,13.12,1,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
LN-10072,56,25.0,48300.0,726,26.6,10024.84,18,10,0,0,21700.0,15.09,0,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10073,34,0.1,40400.0,694,11.83,8566.33,22,14,0,0,9300.0,13.23,0,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
LN-10074,51,10.2,75200.0,667,31.12,10255.32,22,11,0,0,1800.0,18.17,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
LN-10075,35,4.4,52700.0,764,9.74,13030.66,22,8,0,1,13500.0,12.41,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
LN-10076,28,16.3,76500.0,679,28.38,5724.29,20,14,0,0,5800.0,16.57,1,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
LN-10077,34,2.8,46200.0,697,26.21,789.01,14,5,0,1,7600.0,14.67,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
LN-10078,43,8.5,37600.0,682,5.82,685.91,15,7,0,0,2300.0,13.74,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
LN-10079,60,0.3,39300.0,660,12.47,23483.68,13,5,0,1,13800.0,14.24,0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
LN-10080,41,1.8,142987.5,682,5.1,13576.82,18,12,1,2,21700.0,16.08,0,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
LN-10081,36,0.3,61300.0,582,7.32,17336.48,15,6,0,0,20400.0,17.14,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
LN-10082,65,16.7,18200.0,603,31.69,31707.93,16,5,0,0,8200.0,17.84,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
LN-10083,38,7.6,40700.0,697,21.27,16661.69,21,9,0,1,3300.0,14.7,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
LN-10084,67,8.6,57100.0,758,10.62,14143.61,21,10,0,2,25700.0,11.62,0,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10085,44,12.5,142987.5,697,3.85,12796.94,22,15,0,0,18500.0,16.18,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
LN-10086,46,0.4,95400.0,644,4.9,3590.15,21,13,1,0,17200.0,14.46,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
LN-10087,45,2.2,32600.0,608,14.25,36444.7325,14,5,0,5,14700.0,17.3,1,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
LN-10088,65,0.3,142987.5,719,32.6,9371.79,12,8,0,1,10800.0,14.16,0,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
LN-10089,61,1.1,53300.0,652,24.52,3013.48,21,12,0,1,6700.0,14.77,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
LN-10090,49,1.2,107500.0,712,14.59,2826.03,24,17,3,0,34300.0,14.08,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10091,35,2.8,28700.0,699,14.61,20266.05,17,9,0,1,2300.0,14.52,0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
LN-10092,65,1.4,15000.0,704,18.51,3455.52,21,11,1,5,2700.0,14.82,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
LN-10093,21,0.5,25000.0,682,29.45,507.71,10,3,0,1,1000.0,13.84,1,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
LN-10094,45,0.8,15000.0,699,8.39,6712.05,21,9,0,0,6800.0,15.91,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10095,27,0.7,142987.5,674,18.31,20402.23,24,13,0,4,31400.0,13.17,1,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10096,29,16.3,61000.0,648,7.06,6422.23,17,9,0,1,2900.0,13.6,0,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
LN-10097,44,6.4,32600.0,632,17.48,19528.02,10,6,0,0,1000.0,14.52,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10098,21,15.5,69500.0,561,14.47,21068.21,19,13,0,1,3900.0,16.66,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
LN-10099,64,2.6,60100.0,671,5.25,23398.42,18,8,0,0,27000.0,14.7,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
LN-10100,28,1.5,76200.0,756,18.51,10667.02,16,9,0,1,1000.0,13.72,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
LN-10101,44,7.2,105400.0,717,11.49,14426.52,13,8,0,2,1500.0,12.97,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
LN-10102,31,1.8,46200.0,691,12.44,3643.45,23,16,0,1,1000.0,14.26,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
LN-10103,37,1.6,33400.0,643,9.0,1260.3,23,12,0,0,15000.0,15.77,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
LN-10104,28,1.2,85400.0,730,17.23,9131.47,13,8,0,3,2000.0,12.32,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
LN-10105,55,0.6,84200.0,674,16.54,127.66,20,12,0,3,32300.0,13.64,1,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True
LN-10106,55,1.3,57300.0,759,23.83,7522.42,15,6,3,0,9000.0,14.14,0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
LN-10107,53,2.0,142987.5,631,19.71,1292.27,16,11,0,0,7000.0,15.28,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
LN-10108,25,5.0,42600.0,643,9.06,1377.13,20,11,0,5,7800.0,12.2,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
LN-10109,62,0.3,33000.0,638,24.56,24555.18,23,11,0,0,7600.0,15.78,1,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
LN-10110,59,1.1,68200.0,606,27.97,12277.1,17,7,0,0,5900.0,18.25,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
LN-10111,61,7.5,37400.0,633,9.89,12435.57,21,9,0,0,16800.0,16.12,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
LN-10112,48,0.7,71100.0,685,13.0,6219.78,11,4,0,0,9900.0,13.46,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
LN-10113,27,1.9,34300.0,644,11.31,6397.97,14,10,0,0,15400.0,12.78,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
LN-10114,29,9.0,43500.0,487,16.13,4333.49,19,7,0,1,10200.0,20.585,1,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10115,28,0.8,142987.5,734,9.35,6837.54,21,17,0,0,23900.0,12.58,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
LN-10116,32,0.4,43300.0,596,23.57,10615.33,14,9,0,1,19100.0,18.86,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
LN-10117,54,3.0,34900.0,709,8.03,2478.23,16,12,0,0,7200.0,13.86,0,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
LN-10118,53,1.6,103100.0,682,12.29,3640.59,16,6,0,0,21800.0,14.04,0,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
LN-10119,43,3.7,30400.0,786,19.32,8192.52,28,16,1,2,2400.0,9.99,1,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10120,44,3.0,37000.0,730,16.13,5829.31,21,13,0,1,3200.0,12.05,0,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
LN-10121,57,0.7,74400.0,655,16.61,20543.4,15,10,0,2,13500.0,15.78,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
LN-10122,55,3.9,90800.0,645,7.44,20690.58,13,9,0,0,17400.0,13.56,0,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
LN-10123,64,3.2,106000.0,755,14.55,4913.53,23,12,0,0,14500.0,14.0,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
LN-10124,60,0.7,35900.0,606,27.28,7191.41,16,12,0,0,10000.0,18.72,0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
LN-10125,42,4.4,75200.0,690,22.88,36444.7325,19,10,0,2,2100.0,13.78,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10126,47,1.4,41900.0,673,13.14,21086.63,19,9,0,0,6500.0,13.83,0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
LN-10127,55,3.0,38800.0,663,15.96,2914.96,12,6,0,4,13000.0,18.24,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
LN-10128,21,0.4,105000.0,698,17.8,3945.87,16,7,0,2,3600.0,15.18,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10129,55,2.8,40000.0,689,31.34,1046.06,22,14,0,0,14200.0,15.39,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
LN-10130,57,1.6,63100.0,703,11.84,13591.86,17,12,0,2,3700.0,14.47,0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False
LN-10131,67,7.8,59000.0,687,22.67,4573.29,19,9,0,0,1400.0,16.51,0,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
LN-10132,34,0.3,30100.0,701,16.11,9229.85,13,5,1,0,5500.0,14.67,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10133,23,2.4,92200.0,685,27.24,17539.58,19,10,0,1,4500.0,13.33,1,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
LN-10134,21,2.8,73700.0,647,28.81,21697.23,24,11,1,0,23300.0,18.33,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10135,25,5.8,18200.0,680,16.72,4722.99,17,10,0,0,8200.0,15.37,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
LN-10136,46,3.8,63100.0,644,10.67,3249.85,24,15,0,0,1000.0,14.74,0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
LN-10137,34,5.0,35400.0,641,26.79,22648.92,17,9,0,1,15900.0,16.64,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
LN-10138,59,3.0,99100.0,663,15.75,5761.05,16,10,0,0,4400.0,13.8,0,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
LN-10139,47,8.9,24500.0,674,6.46,20711.54,16,9,0,1,11000.0,11.68,0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10140,29,1.7,44500.0,682,5.35,1946.88,16,11,0,0,10900.0,13.57,0,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10141,35,3.5,66100.0,726,15.8,29152.67,7,5,0,1,29700.0,15.47,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
LN-10142,35,8.2,55800.0,655,2.07,7919.47,15,6,0,0,4100.0,14.29,0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
LN-10143,46,20.5,82400.0,690,11.44,2237.88,16,11,0,2,2200.0,14.75,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
LN-10144,62,9.9,23500.0,686,27.85,9190.37,21,13,1,5,4200.0,13.38,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
LN-10145,33,2.1,134400.0,650,30.74,24484.13,18,4,0,3,12000.0,18.11,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
LN-10146,52,1.0,72300.0,684,27.86,5918.29,19,10,0,0,3400.0,15.38,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
LN-10147,59,3.0,114400.0,730,15.99,2353.08,27,14,0,0,5800.0,11.69,0,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
LN-10148,52,6.1,87600.0,689,9.01,10312.01,7,3,0,0,15000.0,15.43,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
LN-10149,24,3.1,53800.0,691,29.5,21583.02,12,7,1,2,1700.0,14.49,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
LN-10150,50,3.0,26700.0,645,17.43,1552.48,16,10,0,0,12000.0,16.2,1,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
LN-10151,57,8.2,39700.0,778,6.3,507.48,20,11,0,1,10600.0,8.93,0,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
LN-10152,43,2.0,129900.0,648,16.53,695.28,18,8,0,1,9300.0,15.93,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
LN-10153,59,8.8,116100.0,597,26.95,3144.0,16,7,0,0,6300.0,15.12,1,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
LN-10154,65,2.4,38500.0,723,3.32,87.95,19,12,0,1,3900.0,12.48,0,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
LN-10155,35,1.8,15000.0,674,14.23,6717.52,11,7,0,0,6800.0,14.74,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
LN-10156,63,2.7,48200.0,665,32.82,14357.99,23,14,1,0,9300.0,18.66,1,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
LN-10157,49,6.5,46200.0,653,15.93,14873.47,14,7,1,0,1000.0,16.37,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
LN-10158,56,0.6,47200.0,774,7.48,12150.7,12,8,0,0,21200.0,9.45,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
LN-10159,33,1.0,72500.0,698,25.28,4215.13,25,11,0,0,24100.0,16.58,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
LN-10160,52,13.6,87700.0,707,21.51,15978.84,17,5,0,1,8300.0,14.96,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
LN-10161,27,0.9,93400.0,688,17.44,10310.07,15,7,0,4,5700.0,15.65,0,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
LN-10162,42,3.8,69200.0,694,7.66,23694.86,19,6,0,1,9700.0,10.75,1,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
LN-10163,48,3.9,20100.0,750,18.83,7801.18,20,12,0,0,3500.0,11.37,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
LN-10164,22,3.0,44900.0,667,22.68,2383.57,19,9,0,0,1000.0,14.08,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
LN-10165,62,4.7,142987.5,607,6.27,12082.89,15,7,0,1,6100.0,18.61,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
LN-10166,65,1.2,66600.0,723,18.4,1961.3,21,13,1,2,1000.0,14.0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
LN-10167,26,3.6,66300.0,705,13.42,36444.7325,11,7,0,0,1000.0,14.57,1,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10168,48,2.1,66000.0,685,4.66,14579.81,22,12,0,0,1000.0,11.85,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10169,48,4.9,68100.0,704,13.83,16942.89,15,7,0,0,29700.0,13.44,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
LN-10170,64,0.7,15000.0,661,12.05,13645.81,21,9,0,3,2200.0,13.56,1,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
LN-10171,64,3.8,47500.0,681,14.72,1231.83,14,7,0,1,4100.0,12.76,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
LN-10172,40,0.9,53100.0,673,11.12,7512.59,21,10,0,2,9400.0,15.2,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
LN-10173,50,1.5,109600.0,650,5.31,12646.49,15,9,0,0,10500.0,14.59,0,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
